Id,SalePrice
1461,125059.0
1462,149650.34
1463,178701.25
1464,181571.5
1465,206379.95
1466,182151.55
1467,171286.97
1468,176853.25
1469,182148.66
1470,115080.04
1471,195253.21
1472,94423.5
1473,99829.5
1474,154473.35
1475,136201.6
1476,380802.81
1477,269184.12
1478,274458.61
1479,260081.23
1480,419035.27
1481,346478.81
1482,208736.49
1483,178803.21
1484,171788.36
1485,173794.25
1486,203444.35
1487,349624.02
1488,247048.17
1489,213489.06
1490,196864.86
1491,192685.11
1492,93419.58
1493,176442.5
1494,326157.79
1495,328305.79
1496,221951.44
1497,180941.03
1498,155034.88
1499,154924.91
1500,159013.03
1501,171604.83
1502,157309.45
1503,326899.31
1504,241696.15
1505,209846.46
1506,177509.2
1507,208855.54
1508,197940.7
1509,163704.0
1510,150046.74
1511,147571.21
1512,169373.32
1513,159679.88
1514,162595.72
1515,179843.93
1516,166904.4
1517,150772.34
1518,130455.84
1519,218098.58
1520,134613.34
1521,138657.34
1522,164473.4
1523,114948.68
1524,124156.76
1525,125478.54
1526,126345.55
1527,110393.5
1528,124798.76
1529,142406.5
1530,162052.3
1531,125786.53
1532,105661.0
1533,148836.53
1534,117857.22
1535,151604.5
1536,115366.53
1537,81140.86
1538,182430.12
1539,281449.58
1540,122826.35
1541,154007.22
1542,145944.0
1543,219385.03
1544,89018.76
1545,109284.26
1546,127454.23
1547,131742.87
1548,130648.61
1549,115879.0
1550,152104.0
1551,116637.4
1552,150902.82
1553,140036.62
1554,108831.17
1555,174067.98
1556,97695.54
1557,116220.15
1558,97368.75
1559,127047.53
1560,148860.45
1561,146175.35
1562,123666.08
1563,120247.0
1564,157499.71
1565,161006.08
1566,213593.76
1567,90385.75
1568,225470.2
1569,152285.5
1570,124789.0
1571,137532.71
1572,139700.75
1573,244959.56
1574,130588.01
1575,211582.64
1576,216014.37
1577,202470.1
1578,159145.05
1579,141247.59
1580,190001.55
1581,144381.5
1582,127552.5
1583,325161.55
1584,242481.07
1585,141457.0
1586,83642.11
1587,106583.79
1588,144351.21
1589,102329.79
1590,140030.8
1591,107567.88
1592,131635.62
1593,119559.79
1594,143779.66
1595,122960.74
1596,240011.44
1597,161610.2
1598,182653.86
1599,217154.07
1600,193479.01
1601,87243.44
1602,112102.26
1603,99652.62
1604,276684.36
1605,257319.81
1606,170009.49
1607,172870.56
1608,206323.99
1609,196513.25
1610,163167.26
1611,145121.68
1612,162394.72
1613,170152.78
1614,117628.49
1615,87693.5
1616,88011.0
1617,90991.76
1618,127992.33
1619,130493.38
1620,157440.33
1621,143474.0
1622,145191.87
1623,302353.9
1624,204028.54
1625,127244.83
1626,175980.4
1627,188614.9
1628,306501.93
1629,178058.07
1630,365429.54
1631,239719.6
1632,259800.38
1633,170370.11
1634,176240.25
1635,176883.73
1636,169248.83
1637,175744.0
1638,212140.4
1639,178131.0
1640,248480.7
1641,180716.0
1642,222686.58
1643,237389.72
1644,226089.14
1645,181710.65
1646,149895.0
1647,156003.45
1648,141000.84
1649,138983.75
1650,117632.59
1651,118039.69
1652,93469.8
1653,98625.83
1654,154537.0
1655,149751.54
1656,154534.0
1657,155529.58
1658,154818.58
1659,140707.71
1660,143473.5
1661,420129.86
1662,367067.01
1663,376116.39
1664,441784.87
1665,295647.48
1666,335886.24
1667,371862.02
1668,314258.29
1669,283235.47
1670,315432.4
1671,264322.74
1672,455903.83
1673,321160.84
1674,251642.87
1675,186768.86
1676,189821.76
1677,207770.06
1678,431716.53
1679,373692.78
1680,323890.28
1681,259081.05
1682,298715.64
1683,181135.82
1684,170071.45
1685,174319.52
1686,167681.1
1687,166877.22
1688,185963.11
1689,186825.17
1690,183517.4
1691,176377.9
1692,277538.37
1693,170624.8
1694,185573.08
1695,170709.7
1696,272304.59
1697,171890.1
1698,367328.12
1699,338600.89
1700,248983.81
1701,285434.38
1702,256524.0
1703,253039.78
1704,313441.93
1705,243729.1
1706,428399.66
1707,212041.85
1708,213866.76
1709,257541.04
1710,239901.83
1711,249276.73
1712,260982.77
1713,255414.19
1714,219482.75
1715,196703.35
1716,194227.68
1717,173691.19
1718,141575.45
1719,206925.89
1720,263994.6
1721,174796.7
1722,134440.0
1723,155326.2
1724,209730.4
1725,231521.14
1726,183207.71
1727,176543.94
1728,184523.95
1729,166648.3
1730,164697.17
1731,125756.16
1732,132659.0
1733,122426.99
1734,133719.25
1735,128226.5
1736,116499.33
1737,373571.68
1738,210377.73
1739,296544.04
1740,190033.12
1741,175299.78
1742,171108.83
1743,172969.07
1744,328306.73
1745,231820.23
1746,282222.2
1747,226037.85
1748,202755.33
1749,161937.5
1750,138972.24
1751,232504.99
1752,124554.5
1753,149857.58
1754,223674.58
1755,165613.7
1756,123074.68
1757,122498.16
1758,143920.0
1759,176551.25
1760,157294.5
1761,153605.56
1762,171286.14
1763,163104.25
1764,119787.83
1765,174651.0
1766,179537.2
1767,200825.7
1768,136645.4
1769,157220.07
1770,140858.25
1771,130166.08
1772,137332.75
1773,141212.29
1774,127884.13
1775,134293.85
1776,120138.59
1777,117312.0
1778,129323.34
1779,109908.25
1780,172133.7
1781,129534.3
1782,103062.34
1783,124422.2
1784,103305.18
1785,116270.75
1786,159654.1
1787,172287.25
1788,76884.08
1789,102963.58
1790,99502.5
1791,176929.94
1792,154625.0
1793,134278.36
1794,140930.0
1795,141059.25
1796,120214.3
1797,117453.5
1798,125877.8
1799,117294.0
1800,126367.5
1801,130346.46
1802,153696.5
1803,155302.0
1804,139571.23
1805,137529.5
1806,110290.0
1807,150198.53
1808,119667.46
1809,126163.72
1810,144654.08
1811,121634.97
1812,118576.33
1813,124173.88
1814,106168.47
1815,76447.03
1816,104084.97
1817,132857.48
1818,139235.25
1819,111669.65
1820,80747.73
1821,124186.43
1822,153005.45
1823,55603.98
1824,135670.37
1825,134611.74
1826,101551.0
1827,115120.57
1828,136484.49
1829,109623.99
1830,145737.55
1831,180134.64
1832,119516.88
1833,143444.62
1834,134284.25
1835,174922.1
1836,135407.55
1837,102831.18
1838,131316.18
1839,97453.8
1840,167911.62
1841,148160.51
1842,96316.5
1843,138503.89
1844,143768.5
1845,146802.52
1846,157389.0
1847,154922.25
1848,77631.09
1849,112737.71
1850,129278.44
1851,145331.43
1852,128743.3
1853,137919.08
1854,167697.37
1855,148340.29
1856,217015.95
1857,163347.21
1858,143188.08
1859,129102.9
1860,151589.62
1861,129102.9
1862,279966.27
1863,278081.27
1864,278081.27
1865,303171.25
1866,305605.31
1867,248200.17
1868,310383.43
1869,198835.35
1870,249463.21
1871,251059.73
1872,180621.78
1873,214288.32
1874,142728.25
1875,202134.26
1876,191634.4
1877,211691.03
1878,206963.32
1879,129473.5
1880,136074.6
1881,251059.32
1882,273683.88
1883,196626.3
1884,223605.63
1885,269897.66
1886,299796.79
1887,199935.88
1888,300000.97
1889,172746.3
1890,138200.58
1891,142355.85
1892,111692.99
1893,131650.0
1894,136537.1
1895,149278.5
1896,122039.76
1897,118982.53
1898,102594.62
1899,129997.98
1900,147249.69
1901,168716.25
1902,130225.07
1903,215983.39
1904,135873.5
1905,191535.78
1906,150568.9
1907,197426.38
1908,126069.82
1909,144160.12
1910,133013.52
1911,199856.24
1912,278662.77
1913,152385.82
1914,67368.21
1915,321008.46
1916,73695.33
1917,285682.92
1918,134838.5
1919,152969.07
1920,163005.95
1921,379335.81
1922,305997.4
1923,212294.6
1924,236224.32
1925,229620.14
1926,360146.92
1927,140787.25
1928,164531.0
1929,127003.0
1930,128148.2
1931,141401.8
1932,138872.5
1933,166484.52
1934,184737.0
1935,176423.16
1936,189251.05
1937,180076.25
1938,167388.2
1939,257673.66
1940,206602.58
1941,176583.0
1942,186876.05
1943,198341.24
1944,323693.76
1945,366476.19
1946,180736.64
1947,309582.7
1948,176916.3
1949,239737.84
1950,178967.72
1951,268961.89
1952,237426.13
1953,160411.28
1954,206480.15
1955,132062.04
1956,293086.46
1957,170892.2
1958,334206.45
1959,145280.61
1960,117370.98
1961,121370.58
1962,103645.0
1963,111309.5
1964,111641.32
1965,152210.5
1966,147448.92
1967,278311.68
1968,404383.0
1969,384274.81
1970,402686.02
1971,380331.61
1972,355485.19
1973,294890.02
1974,327397.17
1975,426792.1
1976,278264.35
1977,352943.8
1978,363253.95
1979,318965.85
1980,192485.63
1981,315860.98
1982,219335.34
1983,214929.09
1984,166981.42
1985,200439.13
1986,210718.86
1987,181339.93
1988,178773.0
1989,190720.11
1990,220672.27
1991,211485.5
1992,203964.25
1993,175041.32
1994,251527.68
1995,183005.7
1996,267019.02
1997,312787.53
1998,354178.79
1999,243826.47
2000,312341.23
2001,267320.0
2002,241386.0
2003,258554.96
2004,261931.67
2005,238471.63
2006,234364.74
2007,250752.54
2008,201341.72
2009,187512.78
2010,189015.02
2011,145828.86
2012,188513.48
2013,179036.88
2014,186741.4
2015,191919.0
2016,191581.25
2017,205170.25
2018,124102.66
2019,131438.83
2020,113195.74
2021,117718.5
2022,181983.5
2023,161026.4
2024,214386.64
2025,319751.47
2026,177318.73
2027,155046.73
2028,156148.66
2029,169717.18
2030,274338.05
2031,227435.98
2032,283009.04
2033,261201.64
2034,166207.43
2035,205278.23
2036,190575.78
2037,195530.78
2038,300638.98
2039,210289.0
2040,340125.97
2041,286991.11
2042,204223.49
2043,168228.0
2044,169246.86
2045,209907.42
2046,136669.41
2047,157649.53
2048,132142.71
2049,137328.92
2050,173068.1
2051,102990.21
2052,134465.48
2053,140809.25
2054,90408.27
2055,156095.75
2056,125058.03
2057,124381.87
2058,207952.95
2059,129294.11
2060,156227.5
2061,181261.4
2062,136347.5
2063,111148.91
2064,138728.25
2065,127438.25
2066,172175.9
2067,132374.97
2068,135093.62
2069,91249.65
2070,113446.1
2071,101831.52
2072,147032.69
2073,138244.1
2074,177207.56
2075,142933.25
2076,124110.5
2077,146382.5
2078,131314.83
2079,131146.08
2080,117497.34
2081,121368.5
2082,133207.88
2083,144878.9
2084,113179.25
2085,131151.0
2086,120090.16
2087,120269.02
2088,102426.4
2089,95623.51
2090,128453.48
2091,129425.45
2092,137423.2
2093,137140.76
2094,132058.9
2095,152283.58
2096,91756.54
2097,101099.66
2098,153746.9
2099,75746.01
2100,125198.06
2101,131133.08
2102,139703.15
2103,103546.5
2104,134767.64
2105,127834.24
2106,85558.93
2107,252519.93
2108,126097.5
2109,115097.76
2110,128466.46
2111,153376.95
2112,140183.75
2113,115608.46
2114,107926.0
2115,146770.25
2116,117861.02
2117,143355.55
2118,121336.54
2119,111483.6
2120,106620.25
2121,115055.0
2122,104590.42
2123,89452.5
2124,190848.49
2125,131703.33
2126,166727.1
2127,155569.86
2128,126321.85
2129,114821.5
2130,142557.37
2131,156679.86
2132,121397.26
2133,120263.2
2134,120072.71
2135,110256.5
2136,82851.91
2137,114660.5
2138,139570.0
2139,151253.25
2140,136741.75
2141,144602.6
2142,137541.5
2143,143420.08
2144,122588.08
2145,132546.5
2146,144499.9
2147,175210.7
2148,124097.0
2149,131383.5
2150,222604.07
2151,128687.35
2152,168906.76
2153,161338.0
2154,110095.41
2155,123935.57
2156,215522.74
2157,247113.34
2158,238223.54
2159,215560.0
2160,175454.6
2161,256181.33
2162,424827.26
2163,315309.11
2164,260697.82
2165,184469.0
2166,145162.32
2167,207317.38
2168,212594.03
2169,190127.75
2170,220848.44
2171,141553.69
2172,139872.09
2173,170777.98
2174,249155.83
2175,294340.17
2176,317790.09
2177,261114.88
2178,217914.49
2179,144227.52
2180,191143.15
2181,190674.86
2182,221373.45
2183,199293.53
2184,138427.84
2185,138280.0
2186,142172.25
2187,150866.87
2188,159540.2
2189,196609.6
2190,80308.59
2191,91018.34
2192,94349.83
2193,98701.5
2194,101932.5
2195,110897.66
2196,115432.33
2197,110226.1
2198,150009.45
2199,157998.55
2200,122484.04
2201,132964.03
2202,187303.56
2203,183113.76
2204,179386.4
2205,115022.76
2206,134219.62
2207,249189.03
2208,233301.3
2209,199261.42
2210,129652.97
2211,118609.0
2212,117729.54
2213,105693.76
2214,138292.83
2215,105086.0
2216,146276.0
2217,82457.05
2218,78009.92
2219,72382.72
2220,88237.14
2221,321779.46
2222,245817.36
2223,256264.5
2224,222270.28
2225,141973.64
2226,192480.5
2227,188798.01
2228,272236.03
2229,232382.64
2230,164350.86
2231,208450.96
2232,177327.72
2233,174287.1
2234,268813.7
2235,197192.05
2236,291185.29
2237,374607.31
2238,199409.53
2239,122186.72
2240,161314.32
2241,146864.95
2242,137852.0
2243,134050.53
2244,97503.5
2245,94909.0
2246,141171.43
2247,100240.5
2248,122697.0
2249,122171.5
2250,135170.0
2251,137508.03
2252,182271.6
2253,148782.82
2254,177188.35
2255,190166.0
2256,181281.81
2257,189423.5
2258,175644.84
2259,177568.0
2260,146331.84
2261,193339.3
2262,213969.31
2263,339048.05
2264,386996.81
2265,168052.55
2266,277146.69
2267,355273.46
2268,355953.93
2269,159338.56
2270,182588.92
2271,240821.92
2272,202132.05
2273,168880.59
2274,168458.0
2275,159297.5
2276,167662.51
2277,179654.26
2278,158843.31
2279,120612.99
2280,114531.04
2281,179411.6
2282,178648.95
2283,98464.5
2284,107539.91
2285,147100.92
2286,130437.0
2287,311565.22
2288,265500.48
2289,387642.93
2290,395839.99
2291,324594.7
2292,406626.81
2293,423577.07
2294,367493.85
2295,414508.38
2296,317233.96
2297,315976.57
2298,281634.17
2299,359943.75
2300,340281.3
2301,271303.42
2302,236833.53
2303,257816.28
2304,248355.13
2305,179032.86
2306,178612.67
2307,183248.73
2308,244943.35
2309,278440.5
2310,219485.5
2311,184139.03
2312,178355.56
2313,174679.47
2314,175532.0
2315,173950.54
2316,187968.25
2317,176277.19
2318,172348.47
2319,175832.48
2320,185519.85
2321,257185.57
2322,172627.83
2323,173784.11
2324,171430.93
2325,220280.27
2326,166729.75
2327,211226.58
2328,224639.07
2329,182543.65
2330,179640.05
2331,346025.51
2332,336815.14
2333,335426.93
2334,261163.52
